concept_id,concept_code,privacy_rule,vocabulary_id,date_added
1595725,T74.51XS,assault/homicide,icd10cm,2024-03-12
1595780,Z04.81,assault/homicide,icd10cm,2024-03-12
1595794,Z62.813,assault/homicide,icd10cm,2024-03-12
1595798,Z91.42,assault/homicide,icd10cm,2024-03-12
2007107,89.8,death cause,icd9proc,2024-03-12
2102032,1157F,legal_intervention,cpt4,2024-03-12
2106303,3085F,death cause,cpt4,2024-03-12
2213196,88000,death cause,cpt4,2024-03-12
2213197,88005,death cause,cpt4,2024-03-12
2213202,88020,death cause,cpt4,2024-03-12
2213203,88025,death cause,cpt4,2024-03-12
2213208,88037,death cause,cpt4,2024-03-12
2314106,95824,death cause,cpt4,2024-03-12
2721594,S9989,location,hcpcs,2024-03-12
2721666,T2007,motor vehicle accident,hcpcs,2024-03-12
3019523,11351-4,sexual_orientation,loinc,2024-03-12
3026373,18743-5,death cause,loinc,2024-03-12
3026646,21838-8,"demographics (race/ethnicity, gender)",loinc,2024-03-12
3038482,52531-1,location,loinc,2024-03-12
3041797,52532-9,location,loinc,2024-03-12
3046965,46098-0,"demographics (race/ethnicity, gender)",loinc,2024-03-12
3046965,46098-0,gender/sex,loinc,2024-03-12
3050381,46463-6,"demographics (race/ethnicity, gender)",loinc,2024-03-12
3051581,54133-4,"demographics (race/ethnicity, gender)",loinc,2024-03-12
3052558,46499-0,location,loinc,2024-03-12
3212942,185984009,"demographics (race/ethnicity, gender)",nebraska lexicon,2024-03-12
3656374,25711000087100,location,snomed,2024-03-12
3656378,25771000087107,location,snomed,2024-03-12
4002575,10029008,death cause,snomed,2024-03-12
4009631,111332007,gender/sex,snomed,2024-03-12
4012613,113173007,location,snomed,2024-03-12
4014465,169886007,perinatal,snomed,2024-03-12
4020158,213015009,assault/homicide,snomed,2024-03-12
4021192,225337009,death cause,snomed,2024-03-12
4021520,225728007,location,snomed,2024-03-12
4022081,105530003,location,snomed,2024-03-12
4022124,225820007,assault/homicide,snomed,2024-03-12
4022125,225823009,assault/homicide,snomed,2024-03-12
4026163,225818009,assault/homicide,snomed,2024-03-12
4026163,225818009,terrorism,snomed,2024-03-12
4026164,225825002,assault/homicide,snomed,2024-03-12
4028786,237363008,death cause,snomed,2024-03-12
4032248,108259003,death cause,snomed,2024-03-12
4035165,15086000,"demographics (race/ethnicity, gender)",snomed,2024-03-12
4041280,118213005,liveborn_infants,snomed,2024-03-12
4041280,118213005,perinatal,snomed,2024-03-12
4041991,118199002,sexual_orientation,snomed,2024-03-12
4045163,12247004,motor vehicle accident,snomed,2024-03-12
4048144,206266009,liveborn_infants,snomed,2024-03-12
4048592,206372007,perinatal,snomed,2024-03-12
4048809,230802007,death cause,snomed,2024-03-12
4051266,160471004,death cause,snomed,2024-03-12
4051267,160473001,death cause,snomed,2024-03-12
4053113,160877008,assault/homicide,snomed,2024-03-12
4053381,160333008,death cause,snomed,2024-03-12
4053381,160333008,suicide,snomed,2024-03-12
4054939,243069004,assault/homicide,snomed,2024-03-12
4055396,242693000,motor vehicle accident,snomed,2024-03-12
4058280,161472001,assault/homicide,snomed,2024-03-12
4059334,161580006,perinatal,snomed,2024-03-12
4059480,161743003,death cause,snomed,2024-03-12
4060206,161811009,perinatal,snomed,2024-03-12
4060206,161811009,death cause,snomed,2024-03-12
4060241,169582001,death cause,snomed,2024-03-12
4060296,199112006,perinatal,snomed,2024-03-12
4060424,199257008,perinatal,snomed,2024-03-12
4060687,199607009,death cause,snomed,2024-03-12
4060687,199607009,liveborn_infants,snomed,2024-03-12
4061268,16983000,death cause,snomed,2024-03-12
4061289,17044007,assault/homicide,snomed,2024-03-12
4061426,169578003,perinatal,snomed,2024-03-12
4061738,20078004,location,snomed,2024-03-12
4062254,200155004,death cause,snomed,2024-03-12
4062790,199294004,perinatal,snomed,2024-03-12
4063309,199608004,death cause,snomed,2024-03-12
4066378,200724002,perinatal,snomed,2024-03-12
4071162,21753002,motor vehicle accident,snomed,2024-03-12
4071610,206283000,perinatal,snomed,2024-03-12
4074047,219221007,assault/homicide,snomed,2024-03-12
4074169,219365001,suffocation,snomed,2024-03-12
4075234,225049000,suicide,snomed,2024-03-12
4075529,224680000,location,snomed,2024-03-12
4075631,224709006,location,snomed,2024-03-12
4075635,223686002,location,snomed,2024-03-12
4075636,223687006,location,snomed,2024-03-12
4075638,223694009,location,snomed,2024-03-12
4076658,225048008,suicide,snomed,2024-03-12
4079844,276507005,suffocation,snomed,2024-03-12
4079844,276507005,death cause,snomed,2024-03-12
4079968,276639007,perinatal,snomed,2024-03-12
4081426,183928007,location,snomed,2024-03-12
4082921,278067008,perinatal,snomed,2024-03-12
4083591,184102003,location,snomed,2024-03-12
4083743,184305005,death cause,snomed,2024-03-12
4087925,186034007,"demographics (race/ethnicity, gender)",snomed,2024-03-12
4089069,249053001,perinatal,snomed,2024-03-12
4090129,281255004,suffocation,snomed,2024-03-12
4092095,247650009,death cause,snomed,2024-03-12
4105261,281575007,military_operations,snomed,2024-03-12
4105393,257564005,location,snomed,2024-03-12
4107655,284465006,assault/homicide,snomed,2024-03-12
4110772,285116001,"demographics (race/ethnicity, gender)",snomed,2024-03-12
4111063,285093007,location,snomed,2024-03-12
4111660,284453007,location,snomed,2024-03-12
4113010,284555002,location,snomed,2024-03-12
